Name,Latitude,Longitude
"Cameroon",8.594167514000048,1.793276672000033
"Gabon",8.800303582000083,-3.936856189796041
"Niger",0.15294112100011148,11.69577301000001
"Burkina Faso",-5.5225780849998785,9.488724263000037
"Togo",-0.1661091709999596,6.100490627000056
"Ghana",-3.262509317999985,4.737127997000073
"Guinea-Bissau",-16.728436776914492,10.967474677000041
"United States of America",-124.73460723799991,25.12140534100007
"Canada",-141.00556393099993,41.676811219000044
"Mexico",-117.12512148894416,14.546279476000095
"Belize",-89.23651220799991,15.89391469300007
"Panama",-82.94428645899987,7.212551174000055
"Venezuela",-73.37781612199987,0.6901398720000884
"Papua New Guinea",140.84921106000002,-10.681898695999905
"Egypt",24.688342732000137,21.9943692020001
"Yemen",42.699229363000086,12.61912669500009
"Mauritania",-17.05687415299991,14.774939067000034
"Eq. Guinea",9.40756269600007,0.9983539398986778
"Gambia",-16.829701300999943,13.065008856000077
"Australia",113.38526451900009,-38.89576588299991
"Fiji",178.60230553500003,-16.998793226999908
"New Zealand",173.10027103000004,-41.60979583099993
"Madagascar",43.22291100400008,-25.584161065999922
"Philippines",119.87891686300009,12.831854559000078
"Sri Lanka",79.76384524800005,5.923732815000051
"Bahamas",-77.81236731699994,26.203924872000073
"Taiwan",120.05941816500001,22.295070705000057
"Japan",130.86158287900003,33.48154548800005
"Iceland",-24.19668535099993,63.39671458500004
"Kiribati",-157.44896399599992,1.7639020850000406
"Trinidad and Tobago",-61.602121548999946,10.138251044000071
"Grenada",-61.756418423999946,12.08038971600007
"St. Vin. and Gren.",-61.27135169199994,13.146063544000071
"Barbados",-59.65420488199993,13.084662177000041
"Saint Lucia",-61.07591712099992,13.72211334800005
"Dominica",-61.48892167899993,15.20180898600006
"Antigua and Barb.",-61.88361568899995,17.028550523000092
"St. Kitts and Nevis",-62.86107337099992,17.26561107000009
"Jamaica",-78.07518469999991,17.71670156500005
"Mauritius",57.357758009000065,-20.479668877999927
"Comoros",43.26286868600005,-11.821709893999923
"São Tomé and Principe",6.4616805350000845,0.03363678600004505
"Cabo Verde",-23.785755988999938,14.93553294500009
"Malta",14.342621290000068,35.801214911000045
"Singapore",103.64763431100005,1.2685000670000477
"Tonga",-175.32575436099992,-21.26799895599993
"Samoa",-172.74974524599992,-13.805352471999925
"Solomon Is.",158.5800887380001,-8.511325778999947
"Micronesia",158.125824415,6.7934431010000935
"Vanuatu",166.52263431100005,-15.65634530999995
"Palau",134.48755944100003,7.421128648000092
"Bahrain",50.45297285200007,25.85455963700008
"San Marino",12.385628745000105,43.892055514999996
"Monaco",7.365750207000076,43.72273028300003
"Vatican",12.452714082000085,41.90275194100009
"Seychelles",55.401702493555085,-4.750406668978492
"Marshall Is.",171.22641035200002,7.0676944030000755
"Tuvalu",179.19125410200002,-8.542087497999944
"Maldives",73.51201489529225,4.183312241903804
"Nauru",166.913422071,-0.5475399719999245
